?cosing_ref	?gene_count	?cosing_inci	?cas_list	?function_list
<http://example.org/cosing/ref/94365>	9	"SOPHOCARPINE"	"https://identifiers.org/cas/6483-15-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/91607>	9	"NATAMYCIN"	"https://identifiers.org/cas/7681-93-8"	"ANTIMICROBIAL,PRESERVATIVE"
<http://example.org/cosing/ref/89223>	9	"ACRYLIC ACID"	"https://identifiers.org/cas/79-10-7"	"NAIL CONDITIONING"
<http://example.org/cosing/ref/34147>	9	"GLYCOLIC ACID"	"https://identifiers.org/cas/79-14-1"	"BUFFERING"
<http://example.org/cosing/ref/96737>	9	"2'-DEOXYADENOSINE"	"https://identifiers.org/cas/958-09-8"	"HAIR CONDITIONING"
<http://example.org/cosing/ref/92151>	9	"4'-METHOXYCHALCONE"	"https://identifiers.org/cas/959-23-9"	"ANTIOXIDANT,BLEACHING,SKIN CONDITIONING"
<http://example.org/cosing/ref/39737>	9	"P-ISOPROPYLPHENOL"	"https://identifiers.org/cas/99-89-8"	"PERFUMING"
<http://example.org/cosing/ref/31527>	9	"4-HYDROXYBENZOIC ACID"	"https://identifiers.org/cas/99-96-7"	"PRESERVATIVE,FRAGRANCE"
<http://example.org/cosing/ref/91108>	8	"ETHYLHEXYL ACRYLATE"	"https://identifiers.org/cas/103-11-7"	"BINDING"
<http://example.org/cosing/ref/41458>	8	"METHYL OCTINE CARBONATE"	"https://identifiers.org/cas/111-80-8"	"PERFUMING"
<http://example.org/cosing/ref/80385>	8	"TRILINOLENIN"	"https://identifiers.org/cas/14465-68-0"	"SKIN CONDITIONING - EMOLLIENT,REFATTING,VISCOSITY CONTROLLING,SKIN CONDITIONING"
<http://example.org/cosing/ref/86407>	8	"ISONIACINAMIDE"	"https://identifiers.org/cas/1453-82-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/35778>	8	"PABA"	"https://identifiers.org/cas/150-13-0"	"UV ABSORBER,LIGHT STABILIZER"
<http://example.org/cosing/ref/89866>	8	"TETRAHYDROXYBUTYL TIMONACIC"	"https://identifiers.org/cas/17087-36-4"	"ANTIOXIDANT"
<http://example.org/cosing/ref/85161>	8	"MINOXIDIL"	"https://identifiers.org/cas/38304-91-5"	"HAIR CONDITIONING,HAIR FIXING"
<http://example.org/cosing/ref/80384>	8	"TRILINOLEIN"	"https://identifiers.org/cas/537-40-6"	"VISCOSITY CONTROLLING,SKIN CONDITIONING"
<http://example.org/cosing/ref/41305>	8	"2,6-XYLENOL"	"https://identifiers.org/cas/576-26-1"	"PERFUMING"
<http://example.org/cosing/ref/35003>	8	"LEUCINE"	"https://identifiers.org/cas/61-90-5"	"HAIR CONDITIONING,ANTISTATIC,SKIN CONDITIONING"
<http://example.org/cosing/ref/32073>	8	"BASIC GREEN 1"	"https://identifiers.org/cas/633-03-4"	"HAIR DYEING"
<http://example.org/cosing/ref/75889>	8	"DIMETHYL SULFONE"	"https://identifiers.org/cas/67-71-0"	"SOLVENT,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/40048>	8	"MELALEUCA ALTERNIFOLIA LEAF OIL"	"https://identifiers.org/cas/68647-73-4"	"ANTIOXIDANT,PERFUMING"
<http://example.org/cosing/ref/86588>	8	"COLLOIDAL PALLADIUM"	"https://identifiers.org/cas/7440-05-3"	"COLORANT"
<http://example.org/cosing/ref/86747>	8	"PALLADIUM"	"https://identifiers.org/cas/7440-05-3"	"NOT REPORTED"
<http://example.org/cosing/ref/85074>	8	"ZIRCONIUM POWDER"	"https://identifiers.org/cas/7440-67-7"	"ANTIPERSPIRANT"
<http://example.org/cosing/ref/37894>	8	"SODIUM IODATE"	"https://identifiers.org/cas/7681-55-2"	"PRESERVATIVE"
<http://example.org/cosing/ref/59826>	8	"TRIETHYL PHOSPHATE"	"https://identifiers.org/cas/78-40-0"	"SOLVENT"
<http://example.org/cosing/ref/74934>	8	"CAMPHENE"	"https://identifiers.org/cas/79-92-5"	"FRAGRANCE"
<http://example.org/cosing/ref/54244>	8	"ACACIA SENEGAL GUM"	"https://identifiers.org/cas/9000-01-5"	"FILM FORMING,FRAGRANCE"
<http://example.org/cosing/ref/36525>	8	"PHENYL BENZOATE"	"https://identifiers.org/cas/93-99-2"	"PRESERVATIVE,FRAGRANCE"
<http://example.org/cosing/ref/39220>	8	"BENZOTHIAZOLE"	"https://identifiers.org/cas/95-16-9"	"PERFUMING"
<http://example.org/cosing/ref/90179>	7	"PHENYLPROPANE"	"https://identifiers.org/cas/103-65-1"	"SOLVENT"
<http://example.org/cosing/ref/39582>	7	"2,3-DIHYDRO-2,2,6-TRIMETHYLBENZALDEHYDE"	"https://identifiers.org/cas/116-26-7"	"PERFUMING"
<http://example.org/cosing/ref/76074>	7	"ETHYL MYRISTATE"	"https://identifiers.org/cas/124-06-1"	"SKIN CONDITIONING - EMOLLIENT,FRAGRANCE,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/32328>	7	"CALCIUM HYDROXIDE"	"https://identifiers.org/cas/1305-62-0"	"BUFFERING"
<http://example.org/cosing/ref/34479>	7	"HYDROXYAPATITE"	"https://identifiers.org/cas/1306-06-5"	"BULKING,ORAL CARE,ABRASIVE,SKIN CONDITIONING"
<http://example.org/cosing/ref/90006>	7	"CALCIUM HYDROXYAPATITE"	"https://identifiers.org/cas/1306-06-5"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/32007>	7	"ASCORBYL PALMITATE"	"https://identifiers.org/cas/137-66-6"	"ANTIOXIDANT,FRAGRANCE"
<http://example.org/cosing/ref/75063>	7	"CHITIN"	"https://identifiers.org/cas/1398-61-4"	"BULKING,ABRASIVE"
<http://example.org/cosing/ref/35137>	7	"MALONIC ACID"	"https://identifiers.org/cas/141-82-2"	"BUFFERING"
<http://example.org/cosing/ref/40989>	7	"NON-2-ENAL"	"https://identifiers.org/cas/2463-53-8"	"PERFUMING"
<http://example.org/cosing/ref/39051>	7	"AMYLVINYL CARBINOL"	"https://identifiers.org/cas/3391-86-4"	"PERFUMING"
<http://example.org/cosing/ref/86402>	7	"INDOCYANINE GREEN"	"https://identifiers.org/cas/3599-32-4"	"UV ABSORBER"
<http://example.org/cosing/ref/75076>	7	"CEPHALINS"	"https://identifiers.org/cas/39382-08-6"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/58519>	7	"SILICON CARBIDE"	"https://identifiers.org/cas/409-21-2"	"ABRASIVE"
<http://example.org/cosing/ref/93155>	7	"ISOPHORONE DIISOCYANATE"	"https://identifiers.org/cas/4098-71-9"	"FILM FORMING"
<http://example.org/cosing/ref/35442>	7	"MYRISTIC ACID"	"https://identifiers.org/cas/544-63-8"	"CLEANSING,SURFACTANT - EMULSIFYING,PERFUMING"
<http://example.org/cosing/ref/75424>	7	"CYSTINE"	"https://identifiers.org/cas/56-89-3"	"HAIR CONDITIONING,ANTISTATIC,FRAGRANCE"
<http://example.org/cosing/ref/56719>	7	"INOSINE"	"https://identifiers.org/cas/58-63-9"	"SKIN PROTECTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/56794>	7	"HYDROXYDECYL UBIQUINONE"	"https://identifiers.org/cas/58186-27-9"	"ANTIOXIDANT"
<http://example.org/cosing/ref/84492>	7	"6-AMINOCAPROIC ACID"	"https://identifiers.org/cas/60-32-2"	"NOT REPORTED"
<http://example.org/cosing/ref/82611>	7	"DIETHYLHEXYL TEREPHTHALATE"	"https://identifiers.org/cas/6422-86-2"	"PLASTICISER"
<http://example.org/cosing/ref/38587>	7	"THIOGLYCOLIC ACID"	"https://identifiers.org/cas/68-11-1"	"DEPILATORY,REDUCING,HAIR WAVING OR STRAIGHTENING,ANTIOXIDANT"
<http://example.org/cosing/ref/79577>	7	"SODIUM LACTATE"	"https://identifiers.org/cas/72-17-3"	"KERATOLYTIC,BUFFERING,HUMECTANT"
<http://example.org/cosing/ref/34865>	7	"LANOSTEROL"	"https://identifiers.org/cas/79-63-0"	"SKIN CONDITIONING - EMOLLIENT,HAIR CONDITIONING,ANTISTATIC,SKIN CONDITIONING"
<http://example.org/cosing/ref/92424>	7	"MENHADEN OIL"	"https://identifiers.org/cas/8002-50-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/32224>	7	"BREVOORTIA OIL"	"https://identifiers.org/cas/8002-50-4"	"SKIN CONDITIONING - EMOLLIENT,SOLVENT"
<http://example.org/cosing/ref/40700>	7	"METHYL ISOEUGENOL"	"https://identifiers.org/cas/93-16-3"	"PERFUMING"
<http://example.org/cosing/ref/38645>	6	"TRIACETIN"	"https://identifiers.org/cas/102-76-1"	"ANTIMICROBIAL,FILM FORMING,SOLVENT,FRAGRANCE,PLASTICISER"
<http://example.org/cosing/ref/78375>	6	"METHYL PALMITATE"	"https://identifiers.org/cas/112-39-0"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/39797>	6	"DODECANE"	"https://identifiers.org/cas/112-40-3"	"PERFUMING"
<http://example.org/cosing/ref/41466>	6	"PHENYLACETALDEHYDE"	"https://identifiers.org/cas/122-78-1"	"PERFUMING"
<http://example.org/cosing/ref/31670>	6	"ALUMINUM GLYCINATE"	"https://identifiers.org/cas/13682-92-3"	"BUFFERING,ASTRINGENT"
<http://example.org/cosing/ref/79660>	6	"RICINOLEIC ACID"	"https://identifiers.org/cas/141-22-0"	"SKIN CONDITIONING - EMOLLIENT,CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/31632>	6	"ACID RED 92"	"https://identifiers.org/cas/18472-87-2"	"HAIR DYEING"
<http://example.org/cosing/ref/32772>	6	"CI 45410"	"https://identifiers.org/cas/18472-87-2"	"HAIR DYEING,COLORANT"
<http://example.org/cosing/ref/56363>	6	"HESPERIDIN METHYL CHALCONE"	"https://identifiers.org/cas/24292-52-2"	"ANTIOXIDANT"
<http://example.org/cosing/ref/33088>	6	"CURRY RED"	"https://identifiers.org/cas/25956-17-6"	"HAIR DYEING"
<http://example.org/cosing/ref/32725>	6	"CI 16035"	"https://identifiers.org/cas/25956-17-6"	"HAIR DYEING,COLORANT"
<http://example.org/cosing/ref/32133>	6	"BENZISOTHIAZOLINONE"	"https://identifiers.org/cas/2634-33-5"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/57621>	6	"OCTYLISOTHIAZOLINONE"	"https://identifiers.org/cas/26530-20-1"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/55737>	6	"DIHYDROMYRICETIN"	"https://identifiers.org/cas/27200-12-0"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/41127>	6	"TETRAHYDRO-DIMETHYLBENZOFURAN"	"https://identifiers.org/cas/494-90-6"	"PERFUMING"
<http://example.org/cosing/ref/74137>	6	"ABIETIC ACID"	"https://identifiers.org/cas/514-10-3"	"SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/33740>	6	"DOMIPHEN BROMIDE"	"https://identifiers.org/cas/538-71-6"	"ANTIMICROBIAL,DEODORANT,ORAL CARE,ANTIPLAQUE"
<http://example.org/cosing/ref/54324>	6	"ALUMINUM SUCROSE OCTASULFATE"	"https://identifiers.org/cas/54182-58-0"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/82883>	6	"HYDROXYTRYPTOPHAN"	"https://identifiers.org/cas/56-69-9"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/34018>	6	"GLUTAMINE"	"https://identifiers.org/cas/56-85-9"	"HAIR CONDITIONING,ANTISTATIC,SKIN CONDITIONING"
<http://example.org/cosing/ref/57851>	6	"MELIBIOSE"	"https://identifiers.org/cas/585-99-9"	"HUMECTANT"
<http://example.org/cosing/ref/37265>	6	"PROPYL ALCOHOL"	"https://identifiers.org/cas/71-23-8"	"ANTIFOAMING,SOLVENT"
<http://example.org/cosing/ref/37895>	6	"SODIUM IODIDE"	"https://identifiers.org/cas/7681-82-5"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/93142>	6	"GIBBERELLIC ACID"	"https://identifiers.org/cas/77-06-5"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/86956>	6	"ZINC NITRATE"	"https://identifiers.org/cas/7779-88-6"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/75539>	6	"DIHYDROCHOLESTEROL"	"https://identifiers.org/cas/80-97-7"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING"
<http://example.org/cosing/ref/56999>	6	"MUSK XYLENE"	"https://identifiers.org/cas/81-15-2"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/34247>	6	"HENNA"	"https://identifiers.org/cas/83-72-7"	"BULKING,HAIR DYEING,SKIN CONDITIONING"
<http://example.org/cosing/ref/34993>	6	"LAWSONE"	"https://identifiers.org/cas/83-72-7"	"HAIR DYEING"
<http://example.org/cosing/ref/90935>	6	"1-NAPHTHALENEACETIC ACID"	"https://identifiers.org/cas/86-87-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/79016>	6	"POLYMETHYL METHACRYLATE"	"https://identifiers.org/cas/9011-14-7"	"FILM FORMING"
<http://example.org/cosing/ref/96739>	6	"DEOXYGUANOSINE"	"https://identifiers.org/cas/961-07-9"	"HAIR CONDITIONING"
<http://example.org/cosing/ref/90948>	6	"HYDROXYACETOPHENONE"	"https://identifiers.org/cas/99-93-4"	"ANTIOXIDANT"
<http://example.org/cosing/ref/56252>	5	"FERRIC SULFATE"	"https://identifiers.org/cas/10028-22-5"	"HUMECTANT"
<http://example.org/cosing/ref/38702>	5	"TRIETHANOLAMINE"	"https://identifiers.org/cas/102-71-6"	"BUFFERING,FRAGRANCE,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/40630>	5	"PHENYLACETIC ACID"	"https://identifiers.org/cas/103-82-2"	"PERFUMING"
<http://example.org/cosing/ref/95274>	5	"DIMETHYLAMINOPROPYLAMINE"	"https://identifiers.org/cas/109-55-7"	"NOT REPORTED"
<http://example.org/cosing/ref/85036>	5	"DIETHYLAMINE"	"https://identifiers.org/cas/109-89-7"	"BUFFERING,FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/35311>	5	"METHYL LAURATE"	"https://identifiers.org/cas/111-82-0"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/75427>	5	"DECANAL"	"https://identifiers.org/cas/112-31-2"	"FRAGRANCE"
<http://example.org/cosing/ref/32159>	5	"BENZYL SALICYLATE"	"https://identifiers.org/cas/118-58-1"	"UV ABSORBER,PERFUMING"
<http://example.org/cosing/ref/41270>	5	"UNDECENAL"	"https://identifiers.org/cas/1337-83-3"	"PERFUMING"
<http://example.org/cosing/ref/56442>	5	"HEXYLRESORCINOL"	"https://identifiers.org/cas/136-77-6"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/33805>	5	"ETHYL ACETATE"	"https://identifiers.org/cas/141-78-6"	"SOLVENT,PERFUMING"
<http://example.org/cosing/ref/82343>	5	"ILOMASTAT"	"https://identifiers.org/cas/142880-36-2"	"SKIN CONDITIONING,CHELATING"
<http://example.org/cosing/ref/55905>	5	"DISODIUM FLAVINE ADENINE DINUCLEOTIDE"	"https://identifiers.org/cas/146-14-5"	"VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/94202>	5	"ISOBAVACHALCONE"	"https://identifiers.org/cas/20784-50-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/59780>	5	"TOLNAFTATE"	"https://identifiers.org/cas/2398-96-1"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/33729>	5	"DODECYLBENZENE SULFONIC ACID"	"https://identifiers.org/cas/27176-87-0"	"CLEANSING,SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/34612>	5	"ISOBUTYLPARABEN"	"https://identifiers.org/cas/4247-02-3"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/34295>	5	"HIPPURIC ACID"	"https://identifiers.org/cas/495-69-2"	"HAIR CONDITIONING"
<http://example.org/cosing/ref/39751>	5	"ISOVALERIC ACID"	"https://identifiers.org/cas/503-74-2"	"PERFUMING"
<http://example.org/cosing/ref/33185>	5	"DEHYDROACETIC ACID"	"https://identifiers.org/cas/520-45-6"	"PRESERVATIVE"
<http://example.org/cosing/ref/75415>	5	"CYCLOTRISILOXANE"	"https://identifiers.org/cas/541-05-9"	"SKIN CONDITIONING - EMOLLIENT,HAIR CONDITIONING,SOLVENT,SKIN CONDITIONING"
<http://example.org/cosing/ref/32662>	5	"CHLOROBUTANOL"	"https://identifiers.org/cas/57-15-8"	"PRESERVATIVE"
<http://example.org/cosing/ref/35870>	5	"P-CHLORO-M-CRESOL"	"https://identifiers.org/cas/59-50-7"	"ANTIMICROBIAL,PRESERVATIVE"
<http://example.org/cosing/ref/32771>	5	"CI 45405"	"https://identifiers.org/cas/6441-77-6"	"COLORANT"
<http://example.org/cosing/ref/59742>	5	"THYMINE"	"https://identifiers.org/cas/65-71-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/59986>	5	"URACIL"	"https://identifiers.org/cas/66-22-8"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/40895>	5	"NONA-2,4-DIENAL"	"https://identifiers.org/cas/6750-03-4"	"PERFUMING"
<http://example.org/cosing/ref/79774>	5	"SODIUM METASILICATE"	"https://identifiers.org/cas/6834-92-0"	"ANTICORROSIVE,BUFFERING,CHELATING"
<http://example.org/cosing/ref/95055>	5	"TETRAETHYL ORTHOSILICATE"	"https://identifiers.org/cas/78-10-4"	"NOT REPORTED"
<http://example.org/cosing/ref/90097>	5	"SEC-BUTYL ALCOHOL"	"https://identifiers.org/cas/78-92-2"	"SOLVENT"
<http://example.org/cosing/ref/35196>	5	"MEK"	"https://identifiers.org/cas/78-93-3"	"SOLVENT,PERFUMING"
<http://example.org/cosing/ref/40015>	5	"GADI IECUR"	"https://identifiers.org/cas/8001-69-2"	"PERFUMING"
<http://example.org/cosing/ref/40016>	5	"GADUS MORRHUA LIVER OIL"	"https://identifiers.org/cas/8001-69-2"	"PERFUMING"
<http://example.org/cosing/ref/84381>	5	"GADI IECUR OIL"	"https://identifiers.org/cas/8001-69-2"	"SKIN CONDITIONING - EMOLLIENT"
<http://example.org/cosing/ref/92351>	5	"COD LIVER OIL"	"https://identifiers.org/cas/8001-69-2"	"SKIN PROTECTING,FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/32775>	5	"CI 47000"	"https://identifiers.org/cas/8003-22-3"	"COLORANT"
<http://example.org/cosing/ref/84552>	5	"YELLOW 11"	"https://identifiers.org/cas/8003-22-3"	"COLORANT"
<http://example.org/cosing/ref/38161>	5	"SOLVENT YELLOW 33"	"https://identifiers.org/cas/8003-22-3"	"HAIR DYEING"
<http://example.org/cosing/ref/33196>	5	"DEXTRAN"	"https://identifiers.org/cas/9004-54-0"	"VISCOSITY CONTROLLING,BINDING"
<http://example.org/cosing/ref/94814>	5	"HEMOCYANIN"	"https://identifiers.org/cas/9013-72-3"	"ANTI-SEBUM,ANTIMICROBIAL"
<http://example.org/cosing/ref/40413>	5	"2-METHOXY-P-CRESOL"	"https://identifiers.org/cas/93-51-6"	"PERFUMING"
<http://example.org/cosing/ref/54202>	5	"3-HYDROXYBENZOIC ACID"	"https://identifiers.org/cas/99-06-9"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/98604>	4	"HOMOCYSTEIC ACID"	"https://identifiers.org/cas/1001-13-4"	"EXFOLIATING"
<http://example.org/cosing/ref/33995>	4	"GERANYL ACETATE"	"https://identifiers.org/cas/105-87-3"	"TONIC,PERFUMING"
<http://example.org/cosing/ref/36481>	4	"PENTANE"	"https://identifiers.org/cas/109-66-0"	"SOLVENT,PROPELLANT"
<http://example.org/cosing/ref/40441>	4	"METHYL AMYL KETONE"	"https://identifiers.org/cas/110-43-0"	"PERFUMING"
<http://example.org/cosing/ref/56228>	4	"GLUTARIC ACID"	"https://identifiers.org/cas/110-94-1"	"BUFFERING"
<http://example.org/cosing/ref/37645>	4	"SEBACIC ACID"	"https://identifiers.org/cas/111-20-6"	"BUFFERING"
<http://example.org/cosing/ref/77060>	4	"LAURYL ALCOHOL"	"https://identifiers.org/cas/112-53-8"	"SKIN CONDITIONING - EMOLLIENT,EMULSION STABILISING,VISCOSITY CONTROLLING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77777>	4	"MALTOL"	"https://identifiers.org/cas/118-71-8"	"FRAGRANCE,TONIC"
<http://example.org/cosing/ref/55908>	4	"DISODIUM INOSINATE"	"https://identifiers.org/cas/131-99-7"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/36981>	4	"POTASSIUM HYDROXIDE"	"https://identifiers.org/cas/1310-58-3"	"BUFFERING"
<http://example.org/cosing/ref/32828>	4	"CI 77489"	"https://identifiers.org/cas/1345-25-1"	"COLORANT"
<http://example.org/cosing/ref/40767>	4	"4-METHYLPENT-3-EN-2-ONE"	"https://identifiers.org/cas/141-79-7"	"PERFUMING"
<http://example.org/cosing/ref/33083>	4	"CUPRIC ACETATE"	"https://identifiers.org/cas/142-71-2"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/38438>	4	"TALC"	"https://identifiers.org/cas/14807-96-6"	"ABSORBENT,BULKING,ANTICAKING,SKIN PROTECTING,ABRASIVE,OPACIFYING"
<http://example.org/cosing/ref/31580>	4	"ACETYL HEXAMETHYL INDAN"	"https://identifiers.org/cas/15323-35-0"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/94226>	4	"SODIUM BOROHYDRIDE"	"https://identifiers.org/cas/16940-66-2"	"BULKING,ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/39132>	4	"4-TERT-BUTYLDIHYDROCINNAMALDEHYDE"	"https://identifiers.org/cas/18127-01-0"	"PERFUMING"
<http://example.org/cosing/ref/78424>	4	"PALMITOYL CARNITINE"	"https://identifiers.org/cas/1935-18-8"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/84965>	4	"MERCURIC OXIDE"	"https://identifiers.org/cas/21908-53-2"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/40526>	4	"2-OCTENAL"	"https://identifiers.org/cas/2363-89-5"	"PERFUMING"
<http://example.org/cosing/ref/92920>	4	"NONOXYNOL-9"	"https://identifiers.org/cas/26027-38-3"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/34713>	4	"ISOPROPYLPARABEN"	"https://identifiers.org/cas/4191-73-5"	"PRESERVATIVE"
<http://example.org/cosing/ref/34291>	4	"HINOKITIOL"	"https://identifiers.org/cas/499-44-5"	"HAIR CONDITIONING,ANTISTATIC"
<http://example.org/cosing/ref/87089>	4	"BENZIMIDAZOLE"	"https://identifiers.org/cas/51-17-2"	"NOT REPORTED"
<http://example.org/cosing/ref/41302>	4	"2,3-XYLENOL"	"https://identifiers.org/cas/526-75-0"	"PERFUMING"
<http://example.org/cosing/ref/32657>	4	"CHLORHEXIDINE"	"https://identifiers.org/cas/55-56-1"	"ANTIMICROBIAL,ORAL CARE,PRESERVATIVE"
<http://example.org/cosing/ref/83797>	4	"PIRACETAM"	"https://identifiers.org/cas/7491-74-9"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/31899>	4	"AMMONIUM SULFATE"	"https://identifiers.org/cas/7783-20-2"	"VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/55096>	4	"CARTHAMUS TINCTORIUS SEED OIL"	"https://identifiers.org/cas/8001-23-8"	"FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/55094>	4	"CARTHAMUS TINCTORIUS OLEOSOMES"	"https://identifiers.org/cas/8001-23-8"	"SKIN CONDITIONING - EMOLLIENT,EMULSION STABILISING,SKIN CONDITIONING"
<http://example.org/cosing/ref/56668>	4	"HYDROGENATED SAFFLOWER SEED OIL"	"https://identifiers.org/cas/8001-23-8"	"VISCOSITY CONTROLLING,SKIN CONDITIONING"
<http://example.org/cosing/ref/84257>	4	"MENTHA PIPERITA OIL"	"https://identifiers.org/cas/8006-90-4"	"FRAGRANCE,REFRESHING,TONIC,PERFUMING"
<http://example.org/cosing/ref/96460>	4	"MENTHA PIPERITA FLOWER/LEAF/STEM OIL"	"https://identifiers.org/cas/8006-90-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/35576>	4	"OCIMUM BASILICUM OIL"	"https://identifiers.org/cas/8015-73-4"	"FRAGRANCE,TONIC"
<http://example.org/cosing/ref/57513>	4	"OCIMUM TENUIFLORUM OIL"	"https://identifiers.org/cas/8015-73-4"	"SKIN CONDITIONING - EMOLLIENT,HAIR CONDITIONING,SKIN CONDITIONING"
<http://example.org/cosing/ref/39754>	4	"JASMINUM OFFICINALE FLOWER OIL"	"https://identifiers.org/cas/8022-96-6"	"PERFUMING"
<http://example.org/cosing/ref/34776>	4	"JASMINUM OFFICINALE OIL"	"https://identifiers.org/cas/8022-96-6"	"SOOTHING,FRAGRANCE,SKIN CONDITIONING,MOISTURISING,PERFUMING"
<http://example.org/cosing/ref/95264>	4	"2-HYDROXYETHYL ACRYLATE"	"https://identifiers.org/cas/818-61-1"	"FILM FORMING"
<http://example.org/cosing/ref/80760>	4	"THEOBROMINE"	"https://identifiers.org/cas/83-67-0"	"FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/35152>	4	"MANDELIC ACID"	"https://identifiers.org/cas/90-64-2"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/32726>	4	"CI 16185"	"https://identifiers.org/cas/915-67-3"	"COLORANT"
<http://example.org/cosing/ref/31626>	4	"ACID RED 27"	"https://identifiers.org/cas/915-67-3"	"HAIR DYEING"
<http://example.org/cosing/ref/83527>	4	"DIHYDROXYBIPHENYL"	"https://identifiers.org/cas/92-88-6"	"SKIN PROTECTING,BLEACHING"
<http://example.org/cosing/ref/40298>	4	"INDENE"	"https://identifiers.org/cas/95-13-6"	"PERFUMING"
<http://example.org/cosing/ref/77193>	4	"P-CYMENE"	"https://identifiers.org/cas/99-87-6"	"FRAGRANCE"
<http://example.org/cosing/ref/38103>	3	"SODIUM THIOSULFATE"	"https://identifiers.org/cas/10102-17-7"	"REDUCING"
<http://example.org/cosing/ref/32340>	3	"CALCIUM PHOSPHATE"	"https://identifiers.org/cas/10103-46-5"	"BULKING,ORAL CARE,ABRASIVE,BUFFERING,VISCOSITY CONTROLLING,ANTIPLAQUE"
<http://example.org/cosing/ref/75717>	3	"DIETHYLHEXYL ADIPATE"	"https://identifiers.org/cas/103-23-1"	"SKIN CONDITIONING - EMOLLIENT,FILM FORMING,SOLVENT,SKIN CONDITIONING,PLASTICISER"
<http://example.org/cosing/ref/75400>	3	"CYCLAMEN ALDEHYDE"	"https://identifiers.org/cas/103-95-7"	"FRAGRANCE"
<http://example.org/cosing/ref/84613>	3	"UROCANIC ACID"	"https://identifiers.org/cas/104-98-3"	"UV ABSORBER"
<http://example.org/cosing/ref/95287>	3	"CYCLOHEXANE DIMETHANOL"	"https://identifiers.org/cas/105-08-8"	"NOT REPORTED"
<http://example.org/cosing/ref/97447>	3	"CYCLOHEXYLDIMETHANOL"	"https://identifiers.org/cas/105-08-8"	"NOT REPORTED"
<http://example.org/cosing/ref/84378>	3	"DIMETHYLOLCYCLOHEXANE"	"https://identifiers.org/cas/105-08-8"	"SOLVENT"
<http://example.org/cosing/ref/39524>	3	"DIBUTYL MALEATE"	"https://identifiers.org/cas/105-76-0"	"PERFUMING"
<http://example.org/cosing/ref/35871>	3	"P-CHLOROPHENOL"	"https://identifiers.org/cas/106-48-9"	"ANTIMICROBIAL"
